顾客ID,产品ID,产品名称,数量,价格,购买日期,总价
541,27,电器,3,79.0,2024-09-02,237
113,31,水果,5,33.0,2024-07-28,165
7,20,家具,6,22.0,2024-06-10,132
939,11,电器,2,94.0,2024-12-26,188
455,9,食品,10,24.0,2024-08-23,240
680,11,百货,10,60.0,2024-12-27,600
201,91,水果,2,76.0,2024-11-26,152
270,27,服装,4,90.0,2024-03-30,360
167,34,食品,5,4.0,2024-09-25,20
532,41,家具,1,60.0,2024-07-17,60
28,76,百货,8,84.0,2024-03-16,672
144,51,水果,3,44.0,2024-08-10,132
255,11,服装,8,6.0,2024-11-18,48
179,88,百货,8,64.0,2025-01-08,512
475,23,服装,5,34.0,2024-07-14,170
272,86,食品,8,64.0,2024-07-07,512
131,8,服装,2,94.0,2024-03-06,188
89,45,百货,3,98.0,2024-11-28,294
181,54,家具,9,51.0,2024-03-03,459
782,72,百货,4,62.0,2024-03-09,248
858,46,服装,8,13.0,2024-05-21,104
847,7,电器,10,85.0,2024-08-23,850
146,84,食品,7,80.0,2025-01-11,560
667,75,电器,10,21.0,2024-12-22,210
6,23,水果,3,27.0,2024-06-19,81
581,86,电器,5,39.0,2024-07-15,195
200,54,百货,5,71.0,2024-04-19,355
405,52,服装,9,9.0,2024-03-14,81
122,36,服装,10,68.0,2024-11-19,680
552,85,食品,6,25.0,2024-09-01,150
148,12,食品,3,39.0,2024-11-28,117
120,64,电器,4,36.0,2024-03-20,144
417,99,水果,5,27.0,2024-10-08,135
437,52,电器,5,44.0,2024-07-08,220
445,84,百货,2,39.0,2024-09-19,78
332,35,家具,10,38.0,2024-03-15,380
609,45,水果,6,91.0,2024-05-06,546
306,81,家具,2,12.0,2024-06-26,24
746,99,水果,3,98.0,2024-10-11,294
522,6,电器,1,5.0,2025-02-01,5
417,54,水果,10,68.0,2024-06-28,680
387,41,服装,6,20.0,2024-05-05,120
833,79,电器,1,67.0,2024-03-29,67
391,17,食品,10,11.0,2024-07-31,110
378,36,百货,5,36.0,2024-04-30,180
986,56,百货,9,64.0,2024-03-03,576
225,71,服装,4,67.0,2024-12-13,268
971,15,食品,2,18.0,2024-02-12,36
558,18,电器,2,15.0,2024-07-28,30
489,88,家具,5,32.0,2024-07-27,160
6,24,百货,5,88.0,2024-07-20,440
537,87,服装,4,74.0,2024-10-07,296
583,47,水果,10,50.0,2024-11-24,500
774,88,食品,2,10.0,2024-12-26,20
90,35,食品,4,27.0,2024-12-15,108
528,46,水果,9,47.0,2024-04-01,423
375,63,百货,5,76.0,2024-10-13,380
854,4,百货,8,64.0,2024-04-08,512
711,78,电器,9,96.0,2024-04-30,864
920,73,电器,9,71.0,2024-02-24,639
842,49,食品,10,50.0,2024-06-02,500
945,54,家具,6,47.0,2024-02-16,282
756,99,百货,8,12.0,2024-05-05,96
870,64,服装,5,62.0,2024-04-06,310
824,4,家具,6,46.0,2024-04-13,276
287,68,电器,6,94.0,2024-05-11,564
15,62,百货,1,67.0,2024-05-08,67
406,85,家具,6,1.0,2024-07-17,6
545,3,家具,9,19.0,2024-02-13,171
910,39,服装,4,54.0,2024-11-13,216
273,28,家具,7,62.0,2024-10-29,434
784,92,水果,4,97.0,2024-04-11,388
492,41,食品,4,51.0,2024-12-23,204
251,6,百货,1,2.0,2024-02-13,2
810,32,百货,5,79.0,2024-06-16,395
561,11,服装,9,50.0,2024-09-16,450
476,28,百货,2,42.0,2024-03-15,84
248,5,家具,9,82.0,2025-01-16,738
581,59,家具,7,50.0,2024-09-14,350
331,72,百货,10,78.0,2024-06-04,780
675,99,电器,4,34.0,2024-08-05,136
70,34,家具,10,61.0,2024-11-01,610
878,39,电器,8,68.0,2025-01-09,544
836,39,电器,6,11.0,2024-08-02,66
756,17,百货,9,64.0,2024-09-30,576
366,56,食品,9,22.0,2024-07-01,198
595,33,家具,3,48.0,2024-06-20,144
338,58,食品,3,7.0,2024-11-28,21
901,94,百货,4,64.0,2024-11-19,256
81,93,服装,3,91.0,2024-04-14,273
635,88,家具,8,68.0,2024-03-20,544
57,31,水果,9,79.0,2024-03-17,711
282,63,电器,1,8.0,2024-07-17,8
503,56,家具,10,33.0,2024-10-03,330
708,81,食品,5,22.0,2024-10-06,110
793,48,服装,8,80.0,2024-12-12,640
808,34,水果,4,81.0,2024-09-25,324
100,41,电器,9,48.0,2024-04-17,432
253,70,水果,5,51.0,2024-12-09,255
512,18,水果,1,77.0,2024-04-26,77
105,82,百货,1,17.0,2024-09-11,17
592,7,食品,5,23.0,2025-01-29,115
894,57,服装,6,14.0,2024-08-21,84
474,4,电器,5,85.0,2024-12-15,425
849,50,服装,9,32.0,2024-12-11,288
689,2,电器,2,27.0,2024-10-04,54
203,3,水果,5,66.0,2024-09-02,330
225,90,电器,10,34.0,2024-10-19,340
157,47,电器,1,8.0,2025-01-25,8
3,9,水果,4,94.0,2024-10-20,376
908,69,水果,3,38.0,2024-09-26,114
404,26,百货,5,93.0,2024-08-31,465
612,89,电器,5,24.0,2024-07-27,120
657,35,食品,7,7.0,2024-10-19,49
993,20,家具,10,51.0,2024-02-13,510
647,25,水果,10,13.0,2024-09-27,130
898,55,水果,8,66.0,2024-09-29,528
459,93,服装,1,49.0,2025-01-05,49
284,24,电器,10,16.0,2024-07-21,160
306,81,百货,6,42.0,2024-02-17,252
366,64,服装,4,5.0,2025-01-29,20
645,67,服装,10,91.0,2024-04-17,910
629,77,服装,1,5.0,2024-08-01,5
232,88,家具,3,81.0,2024-02-25,243
201,68,水果,6,11.0,2024-07-31,66
917,56,家具,8,92.0,2024-11-22,736
134,12,电器,4,48.0,2024-11-08,192
180,35,家具,9,80.0,2024-07-04,720
28,61,电器,8,93.0,2024-06-15,744
406,77,服装,9,60.0,2024-03-21,540
525,17,家具,5,50.0,2024-05-18,250
169,22,食品,8,80.0,2024-11-05,640
938,32,食品,4,59.0,2024-03-31,236
52,69,百货,7,32.0,2024-02-16,224
340,60,家具,1,66.0,2024-05-23,66
643,13,食品,6,8.0,2024-10-05,48
654,20,百货,5,77.0,2024-06-23,385
910,88,服装,6,22.0,2024-10-21,132
124,31,食品,1,59.0,2025-01-08,59
42,50,水果,2,35.0,2024-08-25,70
201,81,家具,9,19.0,2025-01-03,171
268,40,百货,6,57.0,2024-05-25,342
387,79,电器,6,62.0,2024-05-04,372
959,67,电器,10,35.0,2025-01-13,350
289,92,电器,1,52.0,2024-05-22,52
889,44,百货,3,38.0,2024-11-04,114
616,38,家具,3,91.0,2025-02-01,273
546,95,电器,2,55.0,2024-05-15,110
418,44,服装,10,34.0,2025-01-29,340
560,90,百货,5,29.0,2024-10-26,145
347,34,水果,3,34.0,2024-10-11,102
868,4,百货,9,52.0,2024-06-21,468
381,24,服装,4,56.0,2024-12-19,224
964,19,食品,2,10.0,2024-07-06,20
731,58,食品,3,31.0,2025-01-09,93
356,43,服装,4,67.0,2024-09-24,268
254,90,电器,5,75.0,2024-08-04,375
985,74,家具,10,95.0,2024-07-21,950
765,23,家具,7,1.0,2024-09-29,7
795,87,百货,2,24.0,2024-04-02,48
343,67,水果,9,63.0,2024-11-12,567
512,20,食品,5,83.0,2024-04-23,415
316,55,电器,4,17.0,2024-02-18,68
564,38,食品,1,100.0,2024-11-13,100
631,82,家具,8,33.0,2025-02-07,264
551,48,百货,2,50.0,2024-02-14,100
333,98,食品,4,65.0,2024-11-14,260
282,92,水果,8,82.0,2024-10-28,656
738,2,家具,9,33.0,2024-07-31,297
132,74,水果,2,56.0,2024-08-07,112
172,48,家具,3,81.0,2024-08-12,243
300,10,水果,1,68.0,2024-08-24,68
268,11,百货,5,18.0,2024-03-04,90
750,96,服装,9,78.0,2024-04-06,702
388,98,水果,8,62.0,2024-08-28,496
875,67,百货,2,61.0,2025-01-27,122
972,55,电器,10,92.0,2024-02-13,920
707,10,水果,9,91.0,2024-06-22,819
725,78,食品,2,53.0,2024-05-20,106
671,45,家具,8,72.0,2025-01-16,576
460,64,水果,6,93.0,2024-02-11,558
634,14,百货,5,65.0,2024-03-03,325
700,46,家具,4,45.0,2024-09-30,180
732,94,电器,5,22.0,2025-02-03,110
3,93,水果,1,29.0,2024-07-16,29
972,77,食品,6,49.0,2024-12-12,294
344,4,服装,2,48.0,2024-10-31,96
104,18,水果,7,11.0,2025-01-06,77
620,69,电器,1,39.0,2024-06-29,39
17,31,电器,5,6.0,2024-12-01,30
377,81,百货,2,15.0,2024-12-31,30
874,99,家具,7,59.0,2024-06-06,413
486,5,服装,1,76.0,2024-09-15,76
543,64,电器,5,87.0,2024-08-12,435
402,64,服装,1,97.0,2024-09-16,97
493,14,家具,8,5.0,2024-03-14,40
619,30,服装,6,55.0,2024-02-13,330
462,64,服装,2,100.0,2024-02-25,200
333,5,服装,6,27.0,2024-05-11,162
898,7,百货,7,5.0,2024-12-22,35
592,18,百货,3,90.0,2024-04-09,270
676,56,家具,7,63.0,2024-07-12,441
104,26,服装,9,28.0,2024-10-16,252
948,1,百货,3,31.0,2024-08-12,93
781,76,服装,2,36.0,2024-09-01,72
986,76,电器,2,66.0,2024-10-23,132
370,61,百货,2,43.0,2024-06-20,86
374,69,水果,5,28.0,2025-01-21,140
550,85,家具,3,42.0,2024-12-14,126
332,39,百货,5,84.0,2024-11-02,420
194,90,家具,7,24.0,2024-02-19,168
558,26,水果,2,92.0,2024-03-31,184
364,15,水果,3,35.0,2024-05-10,105
892,64,水果,3,73.0,2024-09-04,219
949,26,电器,1,28.0,2024-08-15,28
728,46,食品,3,96.0,2024-02-26,288
284,74,食品,4,93.0,2024-12-28,372
701,23,服装,7,78.0,2025-02-02,546
427,53,百货,3,66.0,2024-09-06,198
652,98,食品,8,55.0,2024-12-20,440
820,77,水果,4,55.0,2024-03-15,220
775,27,电器,2,67.0,2024-09-26,134
467,61,水果,3,54.0,2024-05-12,162
522,70,水果,6,69.0,2024-04-27,414
600,99,食品,1,18.0,2024-06-02,18
98,72,食品,9,99.0,2024-11-18,891
676,28,家具,3,98.0,2025-01-22,294
249,44,服装,3,98.0,2024-08-03,294
864,85,食品,2,73.0,2024-08-24,146
48,77,服装,8,43.0,2025-01-13,344
504,47,水果,9,36.0,2024-12-18,324
991,80,食品,5,3.0,2025-01-02,15
16,74,家具,5,78.0,2024-10-03,390
507,66,家具,5,29.0,2024-02-16,145
443,39,水果,4,57.0,2024-11-26,228
184,78,家具,7,65.0,2024-06-20,455
230,67,水果,10,90.0,2025-02-08,900
240,67,电器,9,29.0,2024-05-07,261
340,93,水果,6,43.0,2024-09-05,258
48,14,家具,5,35.0,2024-11-06,175
50,40,水果,5,40.0,2024-02-17,200
608,80,服装,1,92.0,2024-06-10,92
115,3,水果,5,65.0,2024-07-26,325
720,97,家具,2,3.0,2024-07-07,6
858,67,百货,5,6.0,2024-12-25,30
790,80,服装,7,23.0,2025-01-08,161
920,59,水果,4,81.0,2024-12-17,324
975,17,家具,5,37.0,2024-11-15,185
773,23,家具,6,94.0,2024-10-13,564
726,59,食品,9,62.0,2024-12-07,558
443,20,食品,7,69.0,2024-03-01,483
399,70,电器,2,27.0,2024-11-07,54
18,87,水果,2,27.0,2024-05-25,54
760,18,水果,1,69.0,2024-07-11,69
762,6,水果,10,24.0,2025-01-25,240
862,67,水果,9,25.0,2024-02-18,225
252,95,家具,1,45.0,2024-12-29,45
255,12,水果,1,56.0,2024-06-30,56
976,94,水果,8,96.0,2024-04-16,768
236,51,电器,8,78.0,2025-02-08,624
553,14,食品,5,73.0,2024-07-31,365
606,71,服装,7,25.0,2024-07-08,175
905,15,水果,5,47.0,2024-04-21,235
736,1,水果,6,52.0,2025-01-15,312
875,93,水果,2,4.0,2024-04-22,8
47,20,食品,9,5.0,2025-01-20,45
146,93,百货,1,1.0,2025-02-02,1
573,70,电器,7,69.0,2024-02-14,483
203,62,食品,2,73.0,2024-10-12,146
297,57,家具,4,39.0,2024-10-31,156
402,17,百货,7,45.0,2024-11-16,315
203,92,食品,5,9.0,2024-11-13,45
40,59,水果,2,97.0,2024-04-27,194
297,74,水果,2,90.0,2025-02-09,180
645,20,百货,7,16.0,2024-02-11,112
358,100,百货,1,100.0,2024-04-10,100
150,93,食品,8,26.0,2024-03-13,208
713,21,服装,2,30.0,2024-02-19,60
446,59,服装,5,62.0,2024-09-29,310
274,35,家具,10,15.0,2024-10-15,150
868,29,电器,2,53.0,2024-10-28,106
171,58,服装,8,95.0,2024-09-23,760
796,6,百货,3,18.0,2024-03-23,54
136,86,家具,3,92.0,2024-12-04,276
107,57,水果,8,91.0,2024-10-08,728
875,54,电器,8,53.0,2024-03-14,424
875,35,水果,10,78.0,2024-10-11,780
830,44,百货,3,59.0,2024-08-15,177
298,42,电器,1,44.0,2024-12-27,44
935,95,家具,3,36.0,2024-04-05,108
814,86,服装,1,60.0,2024-04-11,60
937,61,家具,1,68.0,2024-05-23,68
893,7,水果,9,13.0,2025-01-27,117
914,40,食品,2,50.0,2024-06-11,100
807,81,食品,1,83.0,2025-01-25,83
533,95,家具,8,19.0,2024-10-14,152
621,95,食品,8,96.0,2024-05-10,768
252,89,服装,6,79.0,2024-08-18,474
593,70,百货,6,88.0,2024-07-08,528
693,43,百货,6,24.0,2024-03-22,144
965,33,电器,2,73.0,2025-01-06,146
731,57,食品,7,97.0,2024-03-09,679
601,18,食品,3,5.0,2025-01-02,15
574,66,百货,5,99.0,2024-07-02,495
17,98,百货,1,46.0,2024-08-10,46
13,78,服装,8,8.0,2025-01-05,64
103,21,水果,7,72.0,2024-12-28,504
116,49,百货,2,2.0,2024-02-26,4
637,68,百货,5,82.0,2025-01-04,410
732,24,百货,5,81.0,2024-08-21,405
9,50,电器,10,82.0,2024-08-23,820
727,71,服装,8,46.0,2024-11-02,368
380,8,电器,7,40.0,2024-07-16,280
84,40,食品,8,83.0,2024-12-28,664
321,17,食品,7,36.0,2024-11-03,252
721,1,食品,4,9.0,2024-05-26,36
10,57,食品,8,63.0,2024-10-06,504
548,82,服装,2,28.0,2024-03-11,56
467,56,家具,10,59.0,2025-01-11,590
975,100,服装,9,30.0,2024-06-06,270
598,83,水果,8,82.0,2024-05-23,656
195,32,服装,9,99.0,2024-11-25,891
758,89,电器,2,55.0,2024-03-29,110
349,20,家具,3,22.0,2024-08-19,66
308,50,水果,2,89.0,2024-10-17,178
489,89,水果,5,99.0,2024-09-13,495
826,1,家具,2,61.0,2024-04-07,122
915,4,电器,1,76.0,2024-02-17,76
585,2,家具,1,57.0,2024-05-01,57
406,86,电器,3,13.0,2024-08-29,39
825,14,食品,10,91.0,2025-01-27,910
367,80,服装,7,84.0,2024-10-09,588
424,39,水果,10,74.0,2024-02-24,740
835,55,服装,5,89.0,2024-03-13,445
511,38,服装,8,35.0,2024-02-23,280
373,36,电器,7,92.0,2024-09-03,644
218,18,服装,8,9.0,2024-02-21,72
684,99,电器,4,14.0,2024-09-25,56
706,4,电器,9,88.0,2024-06-04,792
887,43,家具,1,3.0,2024-08-09,3
266,57,百货,8,76.0,2024-05-10,608
833,17,服装,7,6.0,2024-08-28,42
788,61,服装,6,94.0,2025-01-12,564
486,59,服装,10,54.0,2024-09-08,540
312,44,百货,10,17.0,2024-05-31,170
98,12,服装,8,14.0,2024-11-29,112
248,42,食品,2,32.0,2024-09-21,64
195,27,家具,5,11.0,2025-01-08,55
553,44,电器,5,32.0,2024-07-20,160
204,89,服装,8,44.0,2024-10-25,352
422,83,水果,10,79.0,2024-05-10,790
890,93,服装,1,2.0,2024-10-06,2
93,46,电器,1,26.0,2024-03-25,26
566,7,水果,2,77.0,2024-04-30,154
621,64,百货,9,32.0,2024-03-08,288
921,92,电器,6,36.0,2024-07-12,216
762,10,百货,3,66.0,2024-08-31,198
249,22,百货,8,82.0,2024-06-25,656
736,46,电器,2,98.0,2024-12-19,196
907,48,电器,6,22.0,2024-05-12,132
880,78,百货,4,11.0,2025-02-01,44
74,75,家具,4,71.0,2024-05-24,284
178,20,水果,3,11.0,2024-06-21,33
560,78,食品,4,44.0,2024-08-16,176
308,64,电器,5,16.0,2024-03-04,80
230,79,百货,3,74.0,2024-07-16,222
847,15,水果,2,37.0,2024-08-16,74
581,10,电器,3,58.0,2024-08-24,174
282,55,服装,7,73.0,2024-07-24,511
625,10,食品,7,76.0,2024-09-14,532
260,58,水果,10,69.0,2025-01-08,690
940,76,家具,7,54.0,2025-01-03,378
383,31,家具,9,30.0,2024-08-15,270
243,42,家具,4,28.0,2024-09-21,112
534,8,服装,5,24.0,2024-06-25,120
813,29,水果,2,48.0,2024-08-14,96
319,19,家具,8,3.0,2024-11-26,24
149,84,食品,2,28.0,2024-08-28,56
45,40,家具,9,65.0,2024-11-16,585
531,37,电器,1,5.0,2024-02-25,5
981,29,百货,5,19.0,2024-11-03,95
318,94,食品,10,10.0,2024-06-30,100
585,56,食品,8,85.0,2024-05-09,680
985,21,电器,2,56.0,2024-09-15,112
321,83,食品,6,95.0,2024-11-23,570
296,24,电器,1,22.0,2024-11-15,22
980,44,食品,1,91.0,2024-02-29,91
618,93,服装,7,64.0,2024-04-04,448
240,90,食品,7,63.0,2024-06-23,441
775,31,水果,7,40.0,2024-09-07,280
979,22,食品,8,28.0,2024-07-06,224
871,83,百货,7,6.0,2024-09-20,42
667,63,食品,1,71.0,2024-04-18,71
834,67,服装,8,57.0,2024-05-11,456
65,14,食品,9,20.0,2024-09-09,180
445,67,家具,5,25.0,2025-01-15,125
561,43,水果,2,29.0,2024-09-23,58
174,54,水果,10,98.0,2024-10-23,980
989,62,电器,2,41.0,2024-02-18,82
103,36,家具,5,1.0,2024-08-08,5
72,54,家具,10,54.0,2024-04-28,540
134,94,家具,10,63.0,2024-11-14,630
575,1,家具,10,31.0,2024-12-06,310
714,74,水果,4,18.0,2025-01-14,72
587,13,家具,8,29.0,2024-04-20,232
438,74,服装,5,74.0,2024-08-11,370
620,20,食品,1,68.0,2024-04-22,68
976,82,食品,3,65.0,2024-05-24,195
611,64,食品,2,57.0,2024-06-06,114
619,61,电器,8,8.0,2025-01-16,64
919,98,百货,7,45.0,2024-12-23,315
213,76,百货,8,78.0,2024-06-28,624
325,29,家具,1,51.0,2024-12-02,51
934,56,电器,5,20.0,2024-09-09,100
509,65,家具,9,94.0,2024-08-04,846
631,94,百货,8,92.0,2024-10-07,736
14,28,食品,10,28.0,2024-04-22,280
539,29,电器,1,98.0,2024-10-10,98
106,58,百货,4,63.0,2024-10-22,252
19,2,食品,2,42.0,2024-03-15,84
965,51,食品,5,40.0,2024-03-22,200
279,30,食品,3,93.0,2024-05-10,279
328,70,服装,10,51.0,2025-01-02,510
614,41,水果,7,10.0,2024-03-27,70
63,94,食品,6,99.0,2024-07-25,594
585,41,食品,1,65.0,2024-10-17,65
45,86,服装,2,59.0,2024-08-02,118
194,73,百货,3,83.0,2024-10-31,249
453,36,百货,7,6.0,2024-04-03,42
597,63,服装,2,37.0,2024-08-01,74
177,23,家具,2,7.0,2024-08-20,14
960,71,电器,7,12.0,2024-08-07,84
308,83,水果,6,76.0,2024-04-30,456
512,61,水果,10,9.0,2024-03-17,90
554,39,家具,10,32.0,2024-12-16,320
188,61,百货,10,80.0,2024-07-05,800
497,100,食品,9,52.0,2024-11-12,468
996,6,服装,9,43.0,2024-12-07,387
278,37,水果,10,69.0,2024-07-17,690
486,26,电器,6,18.0,2024-07-28,108
187,95,水果,10,81.0,2024-03-19,810
356,53,食品,1,46.0,2024-04-05,46
216,86,家具,2,69.0,2024-06-28,138
970,5,服装,6,48.0,2024-04-14,288
739,62,服装,8,58.0,2024-10-28,464
4,48,百货,10,47.0,2024-03-02,470
80,85,家具,5,47.0,2024-05-26,235
988,63,服装,4,26.0,2024-07-02,104
67,76,家具,6,11.0,2024-05-27,66
758,64,服装,4,10.0,2024-12-22,40
237,2,食品,8,93.0,2024-08-10,744
989,17,百货,2,34.0,2024-04-29,68
805,96,服装,9,88.0,2024-08-06,792
502,58,电器,9,99.0,2025-01-03,891
327,66,百货,9,1.0,2024-12-20,9
967,23,服装,9,56.0,2025-01-20,504
422,21,电器,5,39.0,2024-09-22,195
397,75,电器,8,43.0,2024-07-09,344
825,89,家具,7,70.0,2024-10-17,490
262,54,百货,5,42.0,2024-04-22,210
534,15,家具,8,92.0,2024-09-28,736
888,48,家具,2,49.0,2024-08-05,98
966,78,食品,8,98.0,2024-05-19,784
853,51,水果,3,88.0,2024-08-06,264
41,4,电器,8,47.0,2024-09-24,376
988,85,百货,8,6.0,2024-11-28,48
502,59,服装,6,38.0,2024-09-17,228
374,11,百货,3,72.0,2024-05-11,216
146,51,家具,5,43.0,2024-08-28,215
706,78,百货,6,68.0,2024-08-12,408
210,9,服装,1,83.0,2024-09-16,83
689,84,食品,6,86.0,2024-04-14,516
476,80,电器,9,19.0,2024-05-21,171
736,56,家具,10,31.0,2025-01-14,310
193,79,电器,10,10.0,2024-05-13,100
634,56,服装,4,90.0,2024-04-17,360
492,45,百货,4,51.0,2024-12-30,204
774,70,服装,4,46.0,2024-05-14,184
413,86,服装,1,4.0,2024-06-10,4
622,38,家具,10,65.0,2024-07-05,650
7,23,百货,7,18.0,2024-12-03,126
387,97,食品,8,5.0,2024-11-09,40
625,38,电器,1,51.0,2024-11-04,51
852,45,电器,10,12.0,2024-09-11,120
393,40,电器,7,79.0,2024-06-18,553
354,34,食品,5,65.0,2024-07-22,325
505,39,家具,10,92.0,2024-12-04,920
503,27,家具,3,79.0,2025-01-21,237
940,45,水果,9,60.0,2025-01-17,540
68,30,百货,10,77.0,2025-01-27,770
654,19,家具,2,9.0,2024-09-29,18
925,41,水果,7,58.0,2024-04-03,406
18,92,百货,1,24.0,2024-06-10,24
473,33,食品,6,55.0,2025-01-02,330
525,46,服装,1,8.0,2024-08-03,8
469,28,家具,2,4.0,2024-10-08,8
954,69,食品,2,23.0,2024-11-26,46
588,60,水果,6,88.0,2024-06-01,528
61,100,百货,8,42.0,2024-06-08,336
810,38,百货,10,90.0,2024-10-24,900
59,55,家具,10,88.0,2024-04-23,880
674,56,电器,8,85.0,2024-09-19,680
627,30,电器,9,82.0,2024-04-24,738
247,48,水果,3,70.0,2024-03-13,210
190,44,水果,4,12.0,2024-07-10,48
176,76,家具,5,38.0,2024-12-26,190
749,54,百货,6,2.0,2024-02-22,12
973,58,服装,8,55.0,2024-08-27,440
118,72,水果,8,89.0,2024-08-02,712
606,66,服装,4,82.0,2024-09-09,328
14,99,食品,9,6.0,2024-08-27,54
800,64,食品,4,56.0,2024-07-17,224
370,65,百货,6,97.0,2024-07-04,582
434,80,百货,1,27.0,2024-12-06,27
647,97,服装,2,64.0,2024-08-02,128
493,49,水果,3,11.0,2024-08-13,33
194,93,电器,5,49.0,2024-02-20,245
601,66,电器,2,33.0,2024-12-09,66
754,98,百货,9,91.0,2024-09-14,819
485,19,食品,8,51.0,2024-12-13,408
647,82,家具,1,54.0,2024-04-05,54
128,3,家具,10,56.0,2025-01-11,560
551,66,电器,4,36.0,2024-08-15,144
956,69,食品,4,3.0,2024-07-11,12
842,82,家具,1,8.0,2024-10-29,8
78,38,家具,1,78.0,2024-12-14,78
28,37,水果,5,24.0,2024-08-04,120
362,16,家具,3,36.0,2024-10-11,108
988,46,电器,9,29.0,2024-05-25,261
973,56,百货,2,61.0,2024-10-07,122
126,61,百货,9,15.0,2024-06-08,135
36,30,电器,6,41.0,2024-07-08,246
394,18,家具,9,70.0,2024-02-19,630
250,57,服装,4,32.0,2024-12-22,128
107,15,食品,4,12.0,2024-06-23,48
171,55,电器,5,78.0,2024-08-01,390
561,5,服装,10,43.0,2024-06-21,430
783,15,百货,3,16.0,2024-08-04,48
669,31,百货,10,94.0,2024-12-20,940
749,21,家具,2,15.0,2024-09-02,30
867,51,电器,9,35.0,2024-08-01,315
599,15,电器,9,49.0,2024-10-07,441
625,35,水果,5,68.0,2024-02-28,340
169,46,水果,5,25.0,2024-08-08,125
558,5,服装,5,12.0,2024-04-10,60
630,76,服装,9,39.0,2024-06-29,351
150,11,家具,10,50.0,2024-12-03,500
192,77,家具,7,53.0,2024-10-26,371
789,22,食品,3,73.0,2024-05-26,219
147,26,服装,2,77.0,2024-10-19,154
170,51,家具,3,49.0,2024-07-10,147
569,20,百货,2,61.0,2024-11-01,122
694,66,家具,4,74.0,2024-02-15,296
262,56,食品,9,72.0,2024-12-13,648
851,19,百货,8,42.0,2024-09-10,336
778,52,电器,8,36.0,2025-01-11,288
975,62,百货,1,77.0,2024-11-30,77
229,78,百货,5,86.0,2024-05-24,430
142,83,百货,3,3.0,2024-04-14,9
662,97,水果,4,32.0,2024-11-09,128
179,47,家具,7,95.0,2024-09-22,665
233,91,百货,6,58.0,2024-03-15,348
395,45,水果,3,64.0,2024-04-11,192
572,50,水果,8,97.0,2024-12-26,776
798,93,家具,7,98.0,2024-05-07,686
451,96,服装,8,82.0,2024-07-19,656
361,81,电器,6,66.0,2025-01-12,396
351,79,家具,2,45.0,2024-05-22,90
911,44,电器,3,95.0,2024-12-09,285
440,47,水果,6,88.0,2024-12-11,528
498,48,服装,10,12.0,2024-04-13,120
935,8,食品,10,76.0,2024-11-03,760
488,21,服装,3,31.0,2024-11-08,93
990,35,百货,10,72.0,2024-02-12,720
497,79,百货,2,76.0,2024-09-14,152
154,89,服装,9,84.0,2024-09-06,756
204,98,电器,2,32.0,2024-11-20,64
489,40,食品,8,33.0,2024-12-12,264
980,25,水果,2,34.0,2024-08-19,68
53,37,家具,3,18.0,2024-09-21,54
652,15,百货,8,47.0,2024-08-07,376
130,35,百货,5,51.0,2025-01-23,255
369,77,食品,6,64.0,2024-06-23,384
523,100,服装,9,91.0,2024-07-02,819
921,64,百货,10,1.0,2025-01-02,10
733,14,食品,1,83.0,2025-01-09,83
416,10,服装,7,67.0,2024-03-13,469
475,11,食品,3,37.0,2024-10-01,111
240,1,水果,5,6.0,2024-12-27,30
159,99,服装,4,54.0,2024-10-06,216
464,29,服装,3,86.0,2024-10-28,258
803,3,服装,10,27.0,2024-05-10,270
390,99,电器,2,18.0,2024-02-16,36
996,14,百货,8,66.0,2024-06-10,528
103,12,食品,1,75.0,2024-11-22,75
719,35,百货,8,99.0,2024-07-25,792
193,15,服装,1,35.0,2024-02-20,35
312,77,电器,5,33.0,2024-11-02,165
890,19,家具,9,38.0,2025-02-06,342
724,33,水果,10,83.0,2024-12-01,830
710,16,服装,8,11.0,2024-10-09,88
267,39,食品,10,37.0,2025-01-23,370
18,6,服装,3,68.0,2024-05-11,204
891,77,家具,3,83.0,2024-08-14,249
850,75,食品,7,23.0,2024-04-21,161
169,55,家具,4,21.0,2024-06-23,84
318,57,食品,5,94.0,2024-12-13,470
917,67,电器,2,10.0,2024-05-04,20
496,12,家具,5,92.0,2024-02-22,460
757,36,水果,4,90.0,2025-01-21,360
79,81,百货,2,18.0,2024-07-11,36
562,15,家具,3,87.0,2024-07-28,261
266,71,食品,4,25.0,2024-09-22,100
509,91,百货,7,4.0,2025-01-01,28
654,67,食品,5,21.0,2024-04-15,105
462,35,水果,3,95.0,2024-11-01,285
1000,33,水果,3,58.0,2024-05-14,174
565,72,食品,4,19.0,2024-10-03,76
350,84,电器,1,55.0,2024-10-04,55
847,18,电器,8,57.0,2024-05-12,456
133,43,食品,7,48.0,2024-11-13,336
591,64,家具,7,18.0,2024-03-05,126
140,41,家具,7,17.0,2024-02-13,119
939,86,食品,1,18.0,2024-10-16,18
376,81,食品,2,13.0,2024-11-18,26
485,48,家具,9,56.0,2024-11-06,504
371,1,家具,1,92.0,2025-01-30,92
828,25,电器,3,49.0,2024-08-29,147
885,7,食品,10,42.0,2024-03-18,420
960,47,百货,1,48.0,2024-06-24,48
139,55,水果,2,65.0,2024-09-13,130
14,43,水果,6,9.0,2024-10-13,54
677,1,电器,5,97.0,2025-01-25,485
35,48,水果,4,47.0,2024-03-17,188
